trip_id,on_time_flag,detention_minutes,driver_id,truck_id
TRIP00039243,0.5,248,DRV00054,
TRIP00039244,0.5,381,DRV00147,TRK00096
TRIP00039245,1.0,181,DRV00117,TRK00092
TRIP00039246,1.0,87,DRV00001,TRK00076
TRIP00039247,0.5,85,DRV00054,TRK00111
TRIP00039248,0.5,202,DRV00089,TRK00092
TRIP00039249,0.5,325,DRV00120,TRK00101
TRIP00039250,0.5,138,DRV00049,TRK00023
TRIP00039251,1.0,283,DRV00138,TRK00031
TRIP00039252,0.5,288,DRV00063,TRK00082
TRIP00039253,1.0,263,DRV00088,TRK00052
TRIP00039254,0.5,242,DRV00014,TRK00069
TRIP00039255,0.5,166,DRV00029,TRK00078
TRIP00039256,1.0,235,DRV00057,TRK00004
TRIP00039257,1.0,59,DRV00112,TRK00050
TRIP00039258,1.0,204,DRV00082,TRK00010
TRIP00039259,0.0,116,DRV00057,TRK00036
TRIP00039260,1.0,188,DRV00105,TRK00052
TRIP00039261,0.5,92,DRV00034,TRK00091
TRIP00039262,0.5,209,DRV00069,TRK00051
TRIP00039263,0.0,161,DRV00013,TRK00116
TRIP00039264,0.5,51,DRV00002,TRK00065
TRIP00039265,1.0,95,DRV00102,TRK00054
TRIP00039266,0.5,255,DRV00059,TRK00074
TRIP00039267,0.5,160,DRV00018,TRK00051
TRIP00039268,1.0,24,DRV00097,TRK00086
TRIP00039269,1.0,397,DRV00149,TRK00052
TRIP00039270,1.0,100,DRV00124,TRK00012
TRIP00039271,0.5,132,DRV00049,TRK00018
TRIP00039272,1.0,316,DRV00039,TRK00103
TRIP00039273,0.5,218,DRV00028,TRK00070
TRIP00039274,0.0,145,DRV00143,TRK00067
TRIP00039275,0.0,106,DRV00148,TRK00059
TRIP00039276,1.0,146,DRV00061,TRK00023
TRIP00039277,0.5,162,DRV00053,TRK00067
TRIP00039278,0.0,328,DRV00035,
TRIP00039279,0.5,60,DRV00144,TRK00053
TRIP00039280,0.0,226,DRV00016,TRK00096
TRIP00039281,1.0,298,DRV00113,TRK00083
TRIP00039282,0.5,7,DRV00095,TRK00063
TRIP00039283,0.5,140,DRV00123,TRK00011
TRIP00039284,1.0,183,DRV00026,TRK00091
TRIP00039285,0.5,131,DRV00078,TRK00093
TRIP00039286,0.5,179,DRV00064,TRK00014
TRIP00039287,1.0,264,DRV00132,TRK00009
TRIP00039288,0.5,162,DRV00109,
TRIP00039289,1.0,47,DRV00022,TRK00115
TRIP00039290,1.0,171,DRV00080,TRK00097
TRIP00039291,0.0,220,DRV00087,TRK00023
TRIP00039292,1.0,299,DRV00085,TRK00007
TRIP00039293,1.0,160,DRV00114,TRK00054
TRIP00039294,0.0,133,DRV00045,TRK00076
TRIP00039295,0.5,290,DRV00111,TRK00006
TRIP00039296,0.5,149,DRV00004,
TRIP00039297,0.5,152,DRV00024,TRK00095
TRIP00039298,1.0,169,DRV00018,TRK00106
TRIP00039299,0.5,158,DRV00087,TRK00008
TRIP00039300,0.5,233,DRV00071,TRK00078
TRIP00039301,0.5,270,DRV00148,TRK00076
TRIP00039302,1.0,197,DRV00107,TRK00115
TRIP00039303,0.5,139,DRV00127,TRK00025
TRIP00039304,0.5,259,DRV00045,TRK00024
TRIP00039305,0.5,153,DRV00051,TRK00093
TRIP00039306,1.0,149,DRV00032,TRK00007
TRIP00039307,0.0,177,DRV00024,TRK00069
TRIP00039308,0.5,190,DRV00017,TRK00099
TRIP00039309,0.5,218,DRV00051,
TRIP00039310,1.0,86,DRV00019,TRK00025
TRIP00039311,0.5,178,DRV00107,TRK00026
TRIP00039312,0.5,90,DRV00080,TRK00101
TRIP00039313,0.0,1,DRV00138,TRK00053
TRIP00039314,0.5,197,DRV00017,TRK00029
TRIP00039315,0.5,26,DRV00141,TRK00060
TRIP00039316,1.0,380,DRV00030,TRK00024
TRIP00039317,0.5,268,DRV00087,TRK00048
TRIP00039318,0.5,126,DRV00041,TRK00093
TRIP00039319,0.5,49,DRV00111,TRK00073
TRIP00039320,0.5,183,DRV00051,TRK00038
TRIP00039321,0.0,165,DRV00119,TRK00063
TRIP00039322,0.0,218,DRV00032,TRK00070
TRIP00039323,0.5,140,DRV00057,TRK00062
TRIP00039324,0.0,40,DRV00023,TRK00011
TRIP00039325,1.0,388,DRV00090,TRK00063
TRIP00039326,0.5,220,DRV00023,TRK00020
TRIP00039327,0.5,291,DRV00138,TRK00001
TRIP00039328,0.0,158,,TRK00058
TRIP00039329,0.5,314,DRV00112,TRK00039
TRIP00039330,0.0,166,DRV00032,TRK00059
TRIP00039331,0.0,114,DRV00138,TRK00001
TRIP00039332,0.5,225,DRV00143,TRK00054
TRIP00039333,0.0,325,DRV00062,TRK00012
TRIP00039334,1.0,163,DRV00108,TRK00041
TRIP00039335,0.5,164,DRV00084,TRK00097
TRIP00039336,1.0,228,DRV00147,TRK00058
TRIP00039337,1.0,342,DRV00013,TRK00011
TRIP00039338,1.0,166,,TRK00112
TRIP00039339,0.5,168,DRV00045,TRK00049
TRIP00039340,1.0,124,DRV00082,TRK00114
TRIP00039341,0.5,79,DRV00074,TRK00023
TRIP00039342,1.0,326,DRV00003,TRK00097
TRIP00039343,0.5,340,DRV00128,TRK00019
TRIP00039344,1.0,74,DRV00080,TRK00001
TRIP00039345,1.0,193,DRV00113,TRK00111
TRIP00039346,0.5,335,DRV00103,TRK00048
TRIP00039347,1.0,232,DRV00092,TRK00059
TRIP00039348,0.5,114,DRV00110,TRK00018
TRIP00039349,0.5,296,DRV00071,TRK00089
TRIP00039350,1.0,317,DRV00010,TRK00014
TRIP00039351,0.5,282,DRV00113,TRK00078
TRIP00039352,0.5,114,DRV00024,TRK00058
TRIP00039353,0.5,141,DRV00119,TRK00092
TRIP00039354,0.0,164,DRV00069,TRK00033
TRIP00039355,1.0,202,DRV00146,TRK00083
TRIP00039356,0.5,51,DRV00002,TRK00048
TRIP00039357,0.5,91,DRV00130,TRK00030
TRIP00039358,0.5,302,DRV00055,TRK00031
TRIP00039359,0.5,281,DRV00134,TRK00040
TRIP00039360,1.0,208,DRV00053,TRK00011
TRIP00039361,0.5,0,DRV00023,TRK00020
TRIP00039362,0.5,273,DRV00009,TRK00068
TRIP00039363,1.0,12,DRV00054,TRK00085
TRIP00039364,0.5,224,DRV00082,TRK00116
TRIP00039365,0.5,249,DRV00146,TRK00068
TRIP00039366,1.0,138,DRV00150,TRK00020
TRIP00039367,1.0,377,DRV00016,TRK00041
TRIP00039368,1.0,345,DRV00098,TRK00051
TRIP00039369,1.0,272,DRV00127,TRK00111
TRIP00039370,0.0,139,DRV00085,TRK00007
TRIP00039371,0.5,339,DRV00098,TRK00057
TRIP00039372,0.5,82,DRV00150,TRK00096
TRIP00039373,0.5,103,DRV00101,TRK00048
TRIP00039374,0.5,0,DRV00012,TRK00057
TRIP00039375,1.0,212,DRV00060,TRK00010
TRIP00039376,0.5,245,DRV00103,TRK00041
TRIP00039377,0.5,236,DRV00064,TRK00039
TRIP00039378,0.5,106,DRV00019,TRK00116
TRIP00039379,0.5,107,,TRK00062
TRIP00039380,1.0,187,DRV00056,TRK00002
TRIP00039381,0.0,202,DRV00090,TRK00033
TRIP00039382,0.0,55,DRV00077,TRK00019
TRIP00039383,1.0,291,DRV00097,TRK00057
TRIP00039384,0.5,206,DRV00063,TRK00086
TRIP00039385,1.0,55,DRV00023,TRK00054
TRIP00039386,0.5,228,DRV00038,TRK00086
TRIP00039387,0.0,178,DRV00122,TRK00029
TRIP00039388,0.5,231,DRV00147,TRK00092
TRIP00039389,0.5,249,DRV00078,TRK00052
TRIP00039390,0.5,75,DRV00009,TRK00048
TRIP00039391,1.0,131,DRV00032,TRK00101
TRIP00039392,0.5,255,DRV00144,TRK00055
TRIP00039393,0.0,221,DRV00091,TRK00038
TRIP00039394,0.0,203,DRV00006,TRK00038
TRIP00039395,1.0,324,DRV00030,TRK00089
TRIP00039396,0.5,0,DRV00101,TRK00058
TRIP00039397,0.5,0,DRV00017,TRK00072
TRIP00039398,0.5,75,DRV00025,TRK00025
TRIP00039399,0.5,134,DRV00083,TRK00114
TRIP00039400,0.5,289,DRV00120,TRK00111
TRIP00039401,1.0,222,DRV00002,TRK00083
TRIP00039402,0.5,281,DRV00123,TRK00052
TRIP00039403,0.0,199,DRV00088,TRK00050
TRIP00039404,0.5,156,DRV00080,TRK00108
TRIP00039405,1.0,383,DRV00090,TRK00011
TRIP00039406,0.5,99,DRV00055,TRK00064
TRIP00039407,0.5,125,DRV00128,TRK00111
TRIP00039408,0.5,60,DRV00118,TRK00070
TRIP00039409,0.0,197,DRV00083,TRK00115
TRIP00039410,1.0,229,DRV00057,TRK00111
TRIP00039411,0.5,76,DRV00010,TRK00011
TRIP00039412,0.5,183,DRV00146,TRK00033
TRIP00039413,1.0,249,DRV00001,
TRIP00039414,0.5,390,DRV00063,TRK00049
TRIP00039415,1.0,201,DRV00059,TRK00011
TRIP00039416,0.5,204,DRV00084,TRK00065
TRIP00039417,0.0,138,DRV00045,TRK00070
TRIP00039418,0.0,185,DRV00053,TRK00058
TRIP00039419,0.5,279,DRV00013,TRK00031
TRIP00039420,0.5,105,DRV00004,TRK00106
TRIP00039421,0.5,283,DRV00051,TRK00090
TRIP00039422,1.0,243,DRV00105,TRK00062
TRIP00039423,0.5,235,DRV00134,TRK00116
TRIP00039424,1.0,273,DRV00126,TRK00069
TRIP00039425,0.5,212,DRV00107,TRK00072
TRIP00039426,0.5,325,DRV00056,TRK00111
TRIP00039427,0.5,169,DRV00092,TRK00114
TRIP00039428,0.5,163,DRV00019,TRK00071
TRIP00039429,0.0,168,DRV00147,TRK00040
TRIP00039430,1.0,169,DRV00060,TRK00058
TRIP00039431,1.0,143,DRV00077,TRK00040
TRIP00039432,0.5,210,DRV00094,TRK00070
TRIP00039433,0.5,216,DRV00134,TRK00060
TRIP00039434,0.5,333,DRV00074,TRK00086
TRIP00039435,1.0,77,DRV00091,TRK00015
TRIP00039436,0.0,237,DRV00104,TRK00041
TRIP00039437,0.5,174,DRV00074,TRK00008
TRIP00039438,0.5,224,DRV00082,TRK00043
TRIP00039439,1.0,262,DRV00098,TRK00009
TRIP00039440,0.5,24,DRV00122,TRK00105
TRIP00039441,0.0,279,DRV00005,TRK00085
TRIP00039442,1.0,74,DRV00071,TRK00033
TRIP00039443,0.5,240,DRV00016,TRK00112
TRIP00039444,0.0,240,DRV00124,TRK00013
TRIP00039445,1.0,135,DRV00090,TRK00020
TRIP00039446,0.5,272,DRV00102,TRK00055
TRIP00039447,1.0,134,DRV00030,TRK00096
TRIP00039448,0.5,86,DRV00016,TRK00101
TRIP00039449,0.5,9,DRV00129,TRK00043
TRIP00039450,0.5,137,DRV00002,TRK00045
TRIP00039451,0.5,249,DRV00124,TRK00061
TRIP00039452,0.5,221,DRV00051,TRK00025
TRIP00039453,0.5,272,DRV00022,TRK00079
TRIP00039454,1.0,316,DRV00133,TRK00033
TRIP00039455,0.5,189,DRV00025,TRK00033
TRIP00039456,0.5,202,DRV00082,TRK00078
TRIP00039457,0.5,163,DRV00069,TRK00093
TRIP00039458,0.5,62,DRV00091,TRK00025
TRIP00039459,0.5,204,DRV00143,TRK00071
TRIP00039460,0.0,123,DRV00038,TRK00014
TRIP00039461,0.5,89,DRV00103,TRK00106
TRIP00039462,1.0,235,DRV00002,TRK00082
TRIP00039463,1.0,139,DRV00110,TRK00096
TRIP00039464,0.5,209,DRV00100,TRK00092
TRIP00039465,0.5,114,DRV00081,TRK00033
TRIP00039466,0.0,69,DRV00060,TRK00045
TRIP00039467,1.0,226,DRV00085,TRK00033
TRIP00039468,1.0,302,DRV00083,TRK00110
TRIP00039469,0.5,182,DRV00081,
TRIP00039470,0.5,113,DRV00036,TRK00051
TRIP00039471,0.5,305,DRV00038,TRK00108
TRIP00039472,1.0,244,DRV00090,TRK00052
TRIP00039473,0.5,146,DRV00047,TRK00090
TRIP00039474,0.5,77,DRV00037,TRK00038
TRIP00039475,0.5,85,DRV00081,TRK00016
TRIP00039476,0.5,364,DRV00047,TRK00050
TRIP00039477,0.5,362,DRV00149,TRK00052
TRIP00039478,1.0,245,DRV00120,TRK00039
TRIP00039479,1.0,121,DRV00061,TRK00044
TRIP00039480,0.5,119,DRV00003,TRK00002
TRIP00039481,1.0,92,DRV00082,TRK00051
TRIP00039482,0.0,250,DRV00001,TRK00007
TRIP00039483,1.0,75,DRV00146,TRK00099
TRIP00039484,0.5,133,DRV00107,TRK00065
TRIP00039485,0.5,0,DRV00061,TRK00058
TRIP00039486,0.5,120,DRV00029,TRK00057
TRIP00039487,1.0,42,DRV00107,TRK00112
TRIP00039488,0.0,254,DRV00025,TRK00041
TRIP00039489,0.0,105,DRV00099,TRK00057
TRIP00039490,0.5,253,DRV00033,TRK00112
TRIP00039491,0.5,212,DRV00113,TRK00091
TRIP00039492,0.0,187,DRV00009,TRK00008
TRIP00039493,0.5,225,DRV00141,TRK00071
TRIP00039494,0.5,278,DRV00004,TRK00033
TRIP00039495,0.5,46,DRV00015,TRK00060
TRIP00039496,1.0,181,DRV00066,TRK00058
TRIP00039497,0.5,187,DRV00121,TRK00085
TRIP00039498,0.5,163,DRV00113,TRK00040
TRIP00039499,1.0,131,DRV00082,TRK00111
TRIP00039500,0.5,15,DRV00127,TRK00029
TRIP00039501,0.5,86,DRV00145,TRK00008
TRIP00039502,0.5,159,DRV00126,TRK00115
TRIP00039503,1.0,212,DRV00087,TRK00061
TRIP00039504,0.5,62,DRV00144,TRK00041
TRIP00039505,0.5,0,DRV00070,TRK00095
TRIP00039506,0.0,92,DRV00127,TRK00090
TRIP00039507,0.5,174,DRV00050,TRK00076
TRIP00039508,0.0,199,DRV00101,TRK00061
TRIP00039509,0.5,133,DRV00148,TRK00110
TRIP00039510,0.5,291,DRV00005,TRK00012
TRIP00039511,1.0,343,DRV00123,TRK00011
TRIP00039512,0.5,233,DRV00071,TRK00051
TRIP00039513,0.0,271,DRV00095,TRK00039
TRIP00039514,1.0,186,DRV00114,TRK00114
TRIP00039515,1.0,76,DRV00149,TRK00101
TRIP00039516,0.0,363,DRV00022,TRK00038
TRIP00039517,1.0,79,DRV00114,TRK00097
TRIP00039518,0.5,251,DRV00018,TRK00054
TRIP00039519,0.5,25,DRV00037,TRK00051
TRIP00039520,0.0,273,DRV00142,TRK00091
TRIP00039521,0.0,360,DRV00014,TRK00052
TRIP00039522,1.0,164,DRV00143,TRK00029
TRIP00039523,0.5,323,DRV00049,TRK00060
TRIP00039524,0.5,312,DRV00075,TRK00074
TRIP00039525,0.5,236,DRV00002,TRK00116
TRIP00039526,1.0,169,DRV00055,TRK00029
TRIP00039527,0.5,220,DRV00089,TRK00074
TRIP00039528,1.0,164,DRV00113,TRK00030
TRIP00039529,0.5,278,DRV00117,TRK00030
TRIP00039530,0.0,125,DRV00099,TRK00016
TRIP00039531,0.5,251,DRV00035,TRK00096
TRIP00039532,1.0,68,DRV00062,TRK00093
TRIP00039533,1.0,81,DRV00034,TRK00085
TRIP00039534,1.0,279,DRV00104,TRK00110
TRIP00039535,0.0,214,DRV00019,TRK00015
TRIP00039536,1.0,230,DRV00122,TRK00092
TRIP00039537,1.0,213,DRV00133,TRK00072
TRIP00039538,0.0,48,DRV00037,TRK00068
TRIP00039539,0.5,223,DRV00003,TRK00011
TRIP00039540,0.5,195,DRV00058,TRK00092
TRIP00039541,0.0,45,DRV00112,TRK00105
TRIP00039542,0.0,151,DRV00098,TRK00043
TRIP00039543,0.5,344,,TRK00015
TRIP00039544,0.0,248,,TRK00099
TRIP00039545,0.0,98,DRV00058,TRK00049
TRIP00039546,1.0,129,DRV00094,TRK00007
TRIP00039547,1.0,47,DRV00032,TRK00096
TRIP00039548,1.0,139,,TRK00073
TRIP00039549,0.5,152,DRV00130,TRK00012
TRIP00039550,0.0,142,DRV00118,TRK00053
TRIP00039551,0.0,217,DRV00150,TRK00050
TRIP00039552,0.5,148,DRV00062,TRK00015
TRIP00039553,1.0,179,DRV00066,TRK00051
TRIP00039554,0.5,170,DRV00028,TRK00105
TRIP00039555,0.0,287,DRV00077,TRK00035
TRIP00039556,0.5,270,,TRK00006
TRIP00039557,0.5,211,DRV00150,TRK00076
TRIP00039558,0.5,244,DRV00071,TRK00074
TRIP00039559,1.0,262,DRV00139,TRK00019
TRIP00039560,0.0,376,DRV00011,TRK00060
TRIP00039561,0.5,77,DRV00091,TRK00029
TRIP00039562,0.5,87,DRV00051,TRK00025
TRIP00039563,0.5,139,DRV00025,TRK00007
TRIP00039564,0.0,221,DRV00117,TRK00065
TRIP00039565,1.0,155,DRV00014,TRK00061
TRIP00039566,0.0,28,DRV00049,TRK00101
TRIP00039567,0.5,29,DRV00134,TRK00016
TRIP00039568,1.0,79,DRV00087,TRK00025
TRIP00039569,1.0,212,DRV00117,TRK00026
TRIP00039570,1.0,340,DRV00038,TRK00061
TRIP00039571,0.5,148,DRV00018,TRK00053
TRIP00039572,1.0,237,DRV00023,TRK00030
TRIP00039573,0.5,255,DRV00146,TRK00080
TRIP00039574,0.5,185,DRV00069,TRK00044
TRIP00039575,0.0,153,DRV00108,TRK00015
TRIP00039576,0.5,172,DRV00133,TRK00084
TRIP00039577,1.0,187,DRV00112,TRK00059
TRIP00039578,1.0,104,DRV00128,TRK00016
TRIP00039579,1.0,190,DRV00080,TRK00073
TRIP00039580,1.0,323,DRV00100,TRK00107
TRIP00039581,1.0,104,DRV00050,TRK00115
TRIP00039582,1.0,230,DRV00128,TRK00099
TRIP00039583,0.5,81,DRV00064,TRK00107
TRIP00039584,0.5,107,DRV00103,TRK00097
TRIP00039585,0.0,110,DRV00130,TRK00095
TRIP00039586,1.0,272,DRV00024,TRK00055
TRIP00039587,1.0,350,DRV00053,TRK00074
TRIP00039588,1.0,396,DRV00134,TRK00086
TRIP00039589,0.5,179,DRV00150,TRK00061
TRIP00039590,1.0,271,DRV00014,TRK00073
TRIP00039591,1.0,360,DRV00100,TRK00101
TRIP00039592,0.5,42,DRV00122,TRK00111
TRIP00039593,0.5,195,DRV00101,TRK00080
TRIP00039594,0.5,152,DRV00070,TRK00009
TRIP00039595,0.5,190,DRV00054,TRK00023
TRIP00039596,0.5,148,DRV00092,TRK00106
TRIP00039597,0.0,0,DRV00053,TRK00020
TRIP00039598,1.0,141,DRV00017,TRK00098
TRIP00039599,0.5,62,DRV00084,TRK00074
TRIP00039600,1.0,218,DRV00110,TRK00115
TRIP00039601,0.0,302,DRV00002,TRK00019
TRIP00039602,0.5,135,DRV00010,TRK00067
TRIP00039603,1.0,166,DRV00111,TRK00008
TRIP00039604,1.0,242,DRV00092,TRK00091
TRIP00039605,0.5,291,DRV00139,TRK00092
TRIP00039606,0.0,200,DRV00039,TRK00105
TRIP00039607,1.0,182,DRV00017,TRK00054
TRIP00039608,0.0,159,DRV00122,TRK00039
TRIP00039609,0.0,165,DRV00003,TRK00010
TRIP00039610,0.5,193,DRV00029,TRK00030
TRIP00039611,0.5,205,DRV00097,TRK00020
TRIP00039612,0.5,320,DRV00149,TRK00030
TRIP00039613,0.5,223,DRV00101,TRK00112
TRIP00039614,1.0,121,DRV00011,TRK00097
TRIP00039615,0.5,255,DRV00045,TRK00115
TRIP00039616,0.5,43,DRV00022,TRK00044
TRIP00039617,0.5,102,DRV00071,TRK00110
TRIP00039618,0.5,305,DRV00083,TRK00048
TRIP00039619,0.5,137,DRV00100,TRK00011
TRIP00039620,0.5,238,DRV00045,TRK00036
TRIP00039621,0.5,373,DRV00060,TRK00083
TRIP00039622,1.0,51,DRV00011,TRK00080
TRIP00039623,1.0,234,DRV00109,TRK00090
TRIP00039624,0.5,196,DRV00078,TRK00019
TRIP00039625,1.0,190,DRV00149,TRK00062
TRIP00039626,0.0,0,DRV00044,TRK00092
TRIP00039627,1.0,71,DRV00001,TRK00101
TRIP00039628,0.5,232,DRV00023,TRK00115
TRIP00039629,0.5,177,DRV00020,TRK00067
TRIP00039630,0.5,233,DRV00050,TRK00071
TRIP00039631,0.0,89,DRV00015,TRK00110
TRIP00039632,1.0,96,DRV00111,TRK00110
TRIP00039633,0.0,163,DRV00079,TRK00019
TRIP00039634,0.5,254,DRV00070,TRK00024
TRIP00039635,0.5,132,DRV00089,TRK00043
TRIP00039636,1.0,191,DRV00108,TRK00036
TRIP00039637,0.5,172,DRV00101,TRK00001
TRIP00039638,1.0,252,DRV00130,TRK00082
TRIP00039639,1.0,22,DRV00043,TRK00058
TRIP00039640,0.5,283,DRV00111,TRK00086
TRIP00039641,0.5,338,DRV00044,TRK00084
TRIP00039642,0.0,0,DRV00013,TRK00098
TRIP00039643,1.0,221,DRV00045,TRK00014
TRIP00039644,0.5,167,DRV00044,TRK00072
TRIP00039645,1.0,105,DRV00015,TRK00039
TRIP00039646,1.0,82,,TRK00091
TRIP00039647,1.0,331,DRV00015,TRK00073
TRIP00039648,0.5,259,DRV00026,TRK00084
TRIP00039649,0.5,266,DRV00080,TRK00053
TRIP00039650,0.0,352,DRV00084,TRK00057
TRIP00039651,0.5,238,DRV00145,
TRIP00039652,0.5,179,DRV00037,TRK00082
TRIP00039653,1.0,329,DRV00090,TRK00099
TRIP00039654,0.0,262,DRV00032,TRK00096
TRIP00039655,0.5,299,DRV00001,TRK00107
TRIP00039656,0.0,201,DRV00113,TRK00095
TRIP00039657,0.0,317,DRV00148,TRK00113
TRIP00039658,0.5,109,DRV00077,TRK00038
TRIP00039659,0.0,220,DRV00004,TRK00085
TRIP00039660,0.5,205,DRV00127,TRK00120
TRIP00039661,0.5,243,DRV00121,TRK00038
TRIP00039662,1.0,236,DRV00100,TRK00055
TRIP00039663,1.0,71,DRV00017,TRK00103
TRIP00039664,0.0,187,DRV00041,TRK00115
TRIP00039665,0.5,68,DRV00110,TRK00035
TRIP00039666,1.0,60,DRV00108,TRK00060
TRIP00039667,0.5,175,DRV00075,TRK00080
TRIP00039668,0.0,128,DRV00004,TRK00108
TRIP00039669,0.5,219,,TRK00030
TRIP00039670,1.0,6,DRV00095,TRK00060
TRIP00039671,0.5,94,DRV00044,TRK00008
TRIP00039672,0.5,392,DRV00097,TRK00049
TRIP00039673,0.5,333,DRV00024,TRK00059
TRIP00039674,0.0,114,DRV00078,TRK00051
TRIP00039675,0.5,120,DRV00107,TRK00029
TRIP00039676,0.0,190,DRV00055,TRK00080
TRIP00039677,0.0,187,DRV00061,TRK00098
TRIP00039678,1.0,46,DRV00045,TRK00116
TRIP00039679,0.0,299,DRV00084,TRK00098
TRIP00039680,0.0,141,DRV00063,TRK00083
TRIP00039681,0.5,277,DRV00028,TRK00073
TRIP00039682,0.5,278,DRV00017,TRK00049
TRIP00039683,0.5,66,DRV00057,TRK00089
TRIP00039684,0.5,188,DRV00097,TRK00040
TRIP00039685,0.0,255,DRV00149,TRK00096
TRIP00039686,1.0,154,DRV00103,TRK00029
TRIP00039687,0.5,154,DRV00049,TRK00093
TRIP00039688,0.0,286,DRV00023,TRK00079
TRIP00039689,1.0,16,DRV00049,TRK00113
TRIP00039690,1.0,240,DRV00019,TRK00099
TRIP00039691,1.0,192,DRV00085,TRK00033
TRIP00039692,0.0,193,,TRK00013
TRIP00039693,0.5,235,DRV00043,TRK00071
TRIP00039694,0.5,166,DRV00038,TRK00050
TRIP00039695,1.0,265,DRV00130,TRK00020
TRIP00039696,0.5,128,DRV00066,TRK00085
TRIP00039697,0.5,53,DRV00013,TRK00004
TRIP00039698,1.0,235,DRV00150,TRK00096
TRIP00039699,0.0,161,DRV00019,TRK00048
TRIP00039700,1.0,60,DRV00145,TRK00029
TRIP00039701,0.0,155,,TRK00007
TRIP00039702,1.0,205,DRV00058,TRK00049
TRIP00039703,0.5,61,DRV00014,TRK00023
TRIP00039704,0.0,8,DRV00090,TRK00120
TRIP00039705,1.0,160,DRV00014,TRK00069
TRIP00039706,0.0,287,DRV00069,TRK00113
TRIP00039707,0.5,162,DRV00028,TRK00111
TRIP00039708,0.5,113,DRV00150,TRK00085
TRIP00039709,0.0,104,DRV00098,TRK00008
TRIP00039710,1.0,124,DRV00026,TRK00033
TRIP00039711,0.5,363,DRV00127,TRK00108
TRIP00039712,1.0,265,DRV00059,TRK00044
TRIP00039713,0.5,301,DRV00149,TRK00068
TRIP00039714,1.0,206,DRV00144,TRK00080
TRIP00039715,0.5,129,DRV00094,TRK00090
TRIP00039716,0.5,98,DRV00022,TRK00116
TRIP00039717,0.5,351,DRV00049,TRK00068
TRIP00039718,0.5,87,DRV00030,TRK00068
TRIP00039719,0.0,98,DRV00123,TRK00007
TRIP00039720,0.5,284,DRV00016,TRK00043
TRIP00039721,0.5,105,DRV00022,TRK00103
TRIP00039722,0.5,314,DRV00127,TRK00033
TRIP00039723,0.0,277,DRV00147,TRK00019
TRIP00039724,0.0,166,DRV00105,TRK00038
TRIP00039725,1.0,134,DRV00019,TRK00063
TRIP00039726,0.5,204,DRV00004,TRK00023
TRIP00039727,0.5,401,DRV00057,TRK00113
TRIP00039728,0.5,372,DRV00123,TRK00065
TRIP00039729,0.5,226,DRV00142,TRK00115
TRIP00039730,0.5,119,DRV00100,TRK00076
TRIP00039731,0.5,187,DRV00071,TRK00036
TRIP00039732,0.0,119,DRV00014,TRK00004
TRIP00039733,1.0,10,DRV00145,TRK00064
TRIP00039734,0.5,135,DRV00095,TRK00120
TRIP00039735,0.5,94,DRV00055,TRK00083
TRIP00039736,0.5,78,DRV00104,TRK00089
TRIP00039737,1.0,267,DRV00100,TRK00051
TRIP00039738,0.5,195,DRV00092,TRK00064
TRIP00039739,1.0,104,DRV00058,TRK00091
TRIP00039740,1.0,339,DRV00119,TRK00105
TRIP00039741,0.5,285,DRV00122,TRK00107
TRIP00039742,0.5,94,DRV00041,TRK00105
TRIP00039743,1.0,282,DRV00013,TRK00023
TRIP00039744,0.0,194,DRV00100,TRK00009
TRIP00039745,0.5,260,DRV00146,TRK00053
TRIP00039746,1.0,61,DRV00032,TRK00048
TRIP00039747,1.0,310,DRV00015,
TRIP00039748,0.5,112,DRV00010,TRK00105
TRIP00039749,0.5,337,DRV00015,TRK00090
TRIP00039750,1.0,46,DRV00016,TRK00023
TRIP00039751,0.5,182,DRV00090,TRK00065
TRIP00039752,1.0,119,DRV00053,TRK00116
TRIP00039753,0.0,193,DRV00114,TRK00043
TRIP00039754,0.5,246,DRV00139,TRK00051
TRIP00039755,0.5,244,DRV00033,TRK00014
TRIP00039756,0.0,172,DRV00122,TRK00103
TRIP00039757,0.5,222,DRV00054,TRK00067
TRIP00039758,0.5,196,DRV00127,TRK00078
TRIP00039759,1.0,74,DRV00117,TRK00090
TRIP00039760,1.0,125,DRV00002,TRK00083
TRIP00039761,1.0,163,DRV00090,TRK00096
TRIP00039762,0.0,128,DRV00092,TRK00105
TRIP00039763,0.5,169,DRV00111,TRK00092
TRIP00039764,0.0,161,DRV00003,TRK00013
TRIP00039765,1.0,53,DRV00114,TRK00029
TRIP00039766,0.5,234,DRV00047,TRK00108
TRIP00039767,0.5,371,DRV00014,TRK00079
TRIP00039768,0.5,216,DRV00103,TRK00050
TRIP00039769,0.0,279,DRV00077,TRK00111
TRIP00039770,1.0,168,DRV00060,TRK00053
TRIP00039771,0.5,170,DRV00051,TRK00083
TRIP00039772,1.0,125,DRV00143,TRK00043
TRIP00039773,0.0,159,DRV00128,TRK00076
TRIP00039774,1.0,120,DRV00139,TRK00049
TRIP00039775,1.0,245,DRV00112,TRK00083
TRIP00039776,0.0,168,DRV00081,TRK00057
TRIP00039777,0.5,222,DRV00095,TRK00058
TRIP00039778,0.5,166,DRV00101,TRK00103
TRIP00039779,0.5,374,DRV00022,TRK00092
TRIP00039780,0.0,35,DRV00004,
TRIP00039781,0.0,229,DRV00103,TRK00063
TRIP00039782,0.5,291,DRV00091,TRK00030
TRIP00039783,0.5,95,DRV00022,TRK00068
